Ensembl,logFC,FDR,SYMBOL
ENSG00000176973,-0.476070008,0.004438562,FAM89B
ENSG00000137414,-0.122689392,0.282501919,FAM8A1
ENSG00000176853,0.430307464,0.001070048,FAM91A1
ENSG00000188343,-0.185689752,0.148302022,FAM92A
ENSG00000119812,-0.005679947,0.96957077,FAM98A
ENSG00000171262,-0.504348496,0.006793261,FAM98B
ENSG00000130244,-0.22900468,0.132056931,FAM98C
ENSG00000198690,0.029728056,0.810503409,FAN1
ENSG00000187741,-0.821471848,2.02E-11,FANCA
ENSG00000181544,-0.553215841,0.002038059,FANCB
ENSG00000158169,-0.491835541,0.00261261,FANCC
ENSG00000144554,-0.475406811,5.73E-05,FANCD2
ENSG00000112039,0.043223284,0.795903227,FANCE
ENSG00000183161,-0.085335333,0.517831094,FANCF
ENSG00000221829,-0.045716621,0.730506168,FANCG
ENSG00000140525,-0.82903391,8.85E-11,FANCI
ENSG00000115392,-0.355546878,0.004021551,FANCL
ENSG00000187790,-0.290870505,0.055561236,FANCM
ENSG00000203780,2.013782765,2.42E-24,FANK1
ENSG00000197601,0.034525678,0.788860078,FAR1
ENSG00000064763,-2.108304292,1.78E-17,FAR2
ENSG00000152767,-1.0192117,1.90E-12,FARP1
ENSG00000006607,0.276608693,0.007103475,FARP2
ENSG00000145982,0.167168838,0.274890133,FARS2
ENSG00000179115,0.040027151,0.782884948,FARSA
ENSG00000116120,-0.572727192,3.05E-08,FARSB
ENSG00000026103,2.325782388,9.43E-23,FAS
ENSG00000169710,-0.533191215,0.002875002,FASN
ENSG00000164896,0.152769864,0.276982597,FASTK
ENSG00000138399,-0.074765779,0.580795424,FASTKD1
ENSG00000118246,0.126211286,0.253041161,FASTKD2
ENSG00000124279,-0.143244319,0.362190152,FASTKD3
ENSG00000215251,0.120513828,0.345197914,FASTKD5
ENSG00000083857,0.247205216,0.05054513,FAT1
ENSG00000165323,1.00095743,9.84E-19,FAT3
ENSG00000196159,-0.370210332,0.074057957,FAT4
ENSG00000149806,0.11410912,0.311157007,FAU
ENSG00000146267,-1.094280395,1.21E-12,FAXC
ENSG00000170271,1.576001214,4.12E-22,FAXDC2
ENSG00000188878,0.701011764,3.60E-05,FBF1
ENSG00000134452,0.248847263,0.016431858,FBH1
ENSG00000105202,-0.985590357,1.11E-06,FBL
ENSG00000162458,-1.394078532,7.13E-20,FBLIM1
ENSG00000188573,-0.565484386,8.16E-05,FBLL1
ENSG00000077942,-1.238798662,1.12E-15,FBLN1
ENSG00000163520,2.464729087,1.53E-28,FBLN2
ENSG00000140092,1.123711606,6.64E-15,FBLN5
ENSG00000144152,-0.272379447,0.342184699,FBLN7
ENSG00000166147,0.755591238,3.66E-12,FBN1
ENSG00000138829,1.372891425,2.64E-28,FBN2
ENSG00000142449,-2.150025068,1.08E-21,FBN3
ENSG00000156860,0.066332065,0.662094191,FBRS
ENSG00000112787,-0.998707389,3.16E-13,FBRSL1
ENSG00000127452,0.023005386,0.882007438,FBXL12
ENSG00000161040,0.466387992,0.006865007,FBXL13
ENSG00000171823,-0.525892084,1.87E-05,FBXL14
ENSG00000107872,-0.105582424,0.532454263,FBXL15
ENSG00000127585,-0.974706877,4.77E-18,FBXL16
ENSG00000145743,0.052239054,0.677320896,FBXL17
ENSG00000155034,-0.141253242,0.336570165,FBXL18
ENSG00000099364,-0.342137275,0.002438904,FBXL19
ENSG00000153558,-0.122725406,0.287987847,FBXL2
ENSG00000108306,0.067086392,0.641106766,FBXL20
ENSG00000005812,-0.138923477,0.232551362,FBXL3
ENSG00000112234,0.540452741,1.31E-06,FBXL4
ENSG00000118564,0.674099372,1.80E-09,FBXL5
ENSG00000182325,-0.202534213,0.242976702,FBXL6
ENSG00000183580,1.022104841,1.85E-15,FBXL7
ENSG00000147912,0.795279264,9.63E-08,FBXO10
ENSG00000138081,-0.391250375,0.01010906,FBXO11
ENSG00000141665,0.498429691,0.017663734,FBXO15
ENSG00000214050,0.117402038,0.476898228,FBXO16
ENSG00000269190,-1.319037348,6.75E-09,FBXO17
ENSG00000116661,0.286277414,0.187995575,FBXO2
ENSG00000135108,0.286591812,0.01128481,FBXO21
ENSG00000167196,0.069827397,0.557017297,FBXO22
ENSG00000147364,-0.308210149,0.011508463,FBXO25
ENSG00000161243,-0.202500898,0.562329968,FBXO27
ENSG00000143756,-0.114981839,0.31819977,FBXO28
ENSG00000110429,-0.180987299,0.162167965,FBXO3
ENSG00000118496,-0.418896917,0.000837639,FBXO30
ENSG00000103264,-0.068401014,0.573952238,FBXO31
ENSG00000156804,0.251770106,0.476186707,FBXO32
ENSG00000165355,-0.130476783,0.331396527,FBXO33
ENSG00000178974,-0.032938171,0.792328789,FBXO34
ENSG00000153832,0.618366589,3.46E-06,FBXO36
ENSG00000145868,-0.028992561,0.810211519,FBXO38
ENSG00000151876,-0.456691154,0.045786636,FBXO4
ENSG00000163013,-1.52416807,8.66E-15,FBXO41
ENSG00000037637,-0.361086178,0.000676576,FBXO42
ENSG00000132879,-0.117190485,0.307127562,FBXO44
ENSG00000174013,-0.446198467,0.000192326,FBXO45
ENSG00000177051,-0.513855721,3.06E-05,FBXO46
ENSG00000204923,-0.191429633,0.334221007,FBXO48
ENSG00000112029,-0.777963572,2.84E-12,FBXO5
ENSG00000116663,-0.527482054,0.061039681,FBXO6
ENSG00000100225,0.367105009,0.001557151,FBXO7
ENSG00000164117,0.637131746,9.38E-07,FBXO8
ENSG00000112146,-0.245852003,0.026220469,FBXO9
ENSG00000072803,0.308812683,0.005839598,FBXW11
ENSG00000119402,-0.184987554,0.111723327,FBXW2
ENSG00000107829,-0.293296074,0.330821802,FBXW4
ENSG00000159069,0.374272909,0.001858992,FBXW5
ENSG00000109670,0.007447938,0.955167212,FBXW7
ENSG00000174989,-0.0629139,0.625426427,FBXW8
ENSG00000132004,1.00847342,5.86E-09,FBXW9
ENSG00000119616,0.172154356,0.213210267,FCF1
ENSG00000104870,1.496590613,4.40E-15,FCGRT
ENSG00000130475,-0.597159002,7.59E-06,FCHO1
ENSG00000157107,-0.389389751,0.022297307,FCHO2
ENSG00000197948,0.851325416,1.99E-11,FCHSD1
ENSG00000137478,-0.535583546,0.001064547,FCHSD2
ENSG00000157353,0.750532285,2.10E-06,FCSK
ENSG00000079459,-0.386738617,0.000603496,FDFT1
ENSG00000160752,-0.10778904,0.488312711,FDPS
ENSG00000137714,0.192085521,0.200105931,FDX1
ENSG00000255561,-0.229728654,0.299360402,FDXACB1
ENSG00000161513,0.957923114,5.30E-09,FDXR
ENSG00000066926,0.70011521,3.17E-09,FECH
ENSG00000141965,-0.296020668,0.008554819,FEM1A
ENSG00000169018,-0.095664865,0.451726187,FEM1B
ENSG00000145780,-0.512073801,0.000102573,FEM1C
ENSG00000168496,-0.30397731,0.013680105,FEN1
ENSG00000151422,-0.36751796,0.004791588,FER
ENSG00000249715,-1.27144019,9.30E-10,FER1L5
ENSG00000214814,2.795305531,2.99E-34,FER1L6
ENSG00000073712,0.500320341,4.23E-06,FERMT2
ENSG00000149557,0.100588106,0.414885656,FEZ1
ENSG00000171055,0.87243108,2.02E-17,FEZ2
ENSG00000128610,-8.192203081,5.83E-150,FEZF1
ENSG00000153266,-6.076834937,5.06E-49,FEZF2
ENSG00000102302,-0.570364268,9.43E-05,FGD1
ENSG00000127084,-3.347427221,8.80E-60,FGD3
ENSG00000139132,-0.690786601,0.000126003,FGD4
ENSG00000154783,-0.840531049,9.81E-05,FGD5
ENSG00000180263,0.168116699,0.283213579,FGD6
ENSG00000113578,2.717722572,1.32E-68,FGF1
ENSG00000070193,-0.912181669,0.003025516,FGF10
ENSG00000161958,-0.468218864,0.105130586,FGF11
ENSG00000114279,-1.041661321,2.71E-14,FGF12
ENSG00000129682,-1.604822174,3.80E-13,FGF13
ENSG00000102466,-2.142807209,6.81E-11,FGF14
ENSG00000158815,-0.062169424,0.836529345,FGF17
ENSG00000156427,2.389691019,9.96E-17,FGF18
ENSG00000162344,-5.86195317,2.56E-28,FGF19
ENSG00000138685,1.030378986,7.09E-16,FGF2
ENSG00000070388,0.325305793,0.278154385,FGF22
ENSG00000102678,-1.279887508,4.24E-07,FGF9
ENSG00000137441,7.702315689,1.54E-93,FGFBP2
ENSG00000174721,0.105768224,0.551801759,FGFBP3
ENSG00000077782,0.731549513,5.76E-10,FGFR1
ENSG00000213066,-0.462973946,0.001005722,FGFR1OP
ENSG00000111790,0.133506329,0.308724934,FGFR1OP2
ENSG00000066468,-4.366137129,6.70E-112,FGFR2
ENSG00000068078,-1.196628727,9.81E-07,FGFR3
ENSG00000160867,-0.663598381,0.005015631,FGFR4
ENSG00000127418,0.135188903,0.324976969,FGFRL1
ENSG00000172456,0.28136071,0.076986888,FGGY
ENSG00000127951,2.365562516,4.95E-15,FGL2
ENSG00000091483,0.006765063,0.958305755,FH
ENSG00000142621,-0.067223761,0.789133975,FHAD1
ENSG00000137460,-2.916948131,6.02E-52,FHDC1
ENSG00000189283,1.93316415,3.41E-19,FHIT
ENSG00000022267,1.234855243,2.54E-21,FHL1
ENSG00000115641,0.820498024,0.006687102,FHL2
ENSG00000183386,0.764804292,0.00058124,FHL3
ENSG00000135723,-0.044614061,0.858074521,FHOD1
ENSG00000134775,-1.22610245,9.15E-19,FHOD3
ENSG00000130720,1.169847,3.66E-06,FIBCD1
ENSG00000176971,1.473035454,1.65E-17,FIBIN
ENSG00000172500,-0.029440722,0.840648886,FIBP
ENSG00000198855,0.606873697,6.78E-05,FICD
ENSG00000112367,0.198552643,0.070916334,FIG4
ENSG00000182263,1.422970239,6.19E-39,FIGN
ENSG00000132436,-0.895555214,3.92E-10,FIGNL1
ENSG00000261308,1.78960361,1.18E-19,FIGNL2
ENSG00000118407,0.101261047,0.661829987,FILIP1
ENSG00000168386,2.549118711,4.13E-32,FILIP1L
ENSG00000145216,-0.273455529,0.028683559,FIP1L1
ENSG00000214253,0.092546693,0.490594076,FIS1
ENSG00000197296,0.203247326,0.200542645,FITM2
ENSG00000179943,-0.545511723,0.000291774,FIZ1
ENSG00000179431,-0.845029114,5.56E-15,FJX1
ENSG00000141756,1.589368927,8.90E-20,FKBP10
ENSG00000134285,-0.350691753,0.022733734,FKBP11
ENSG00000106080,0.462418871,0.000219441,FKBP14
ENSG00000119321,0.180531665,0.110256793,FKBP15
ENSG00000088832,-0.065376856,0.606959806,FKBP1A
ENSG00000119782,-0.203197517,0.216944195,FKBP1B
ENSG00000100442,-0.247918049,0.023710224,FKBP3
ENSG00000004478,-0.202679254,0.060869254,FKBP4
ENSG00000096060,-1.251659222,3.30E-07,FKBP5
ENSG00000079150,-0.269649988,0.078008977,FKBP7
ENSG00000105701,0.353706794,0.004608317,FKBP8
ENSG00000122642,0.419107658,0.008230554,FKBP9
ENSG00000204315,0.039332418,0.849438167,FKBPL
ENSG00000181027,-0.231821064,0.071437954,FKRP
ENSG00000106692,0.476171401,3.29E-06,FKTN
ENSG00000155749,-0.460612905,0.037568215,FLACC1
ENSG00000160688,-0.1166918,0.371762824,FLAD1
ENSG00000154803,0.46172427,0.000173876,FLCN
ENSG00000177731,0.635754662,1.67E-08,FLII
ENSG00000196924,0.796533938,7.57E-10,FLNA
ENSG00000136068,0.819154492,3.40E-07,FLNB
ENSG00000128591,1.469981865,1.42E-15,FLNC
ENSG00000137312,0.305733272,0.008594954,FLOT1
ENSG00000132589,0.250426054,0.056518753,FLOT2
ENSG00000126500,-1.41001891,4.42E-08,FLRT1
ENSG00000185070,-1.72339285,8.73E-14,FLRT2
ENSG00000125848,-0.993303548,2.21E-11,FLRT3
ENSG00000122025,-0.423908883,0.15727624,FLT3
ENSG00000037280,-1.53737052,1.63E-07,FLT4
ENSG00000162769,-0.170521411,0.155815894,FLVCR1
ENSG00000119686,2.267787501,9.63E-19,FLVCR2
ENSG00000059122,-0.044723517,0.719089712,FLYWCH1
ENSG00000162076,0.376829363,0.002038059,FLYWCH2
ENSG00000164898,-0.030777914,0.919885744,FMC1
ENSG00000248905,2.221543144,8.01E-15,FMN1
ENSG00000155816,1.662558718,7.97E-28,FMN2
ENSG00000184922,-2.138277512,1.77E-15,FMNL1
ENSG00000157827,-0.429584715,0.000597941,FMNL2
ENSG00000161791,-0.396497822,0.002106164,FMNL3
ENSG00000076258,2.080927382,6.43E-23,FMO4
ENSG00000131781,0.980002662,0.000554906,FMO5
ENSG00000102081,-0.275014857,0.033396307,FMR1
ENSG00000115414,3.297148661,5.04E-41,FN1
ENSG00000167363,-0.39023152,0.071494088,FN3K
ENSG00000141560,-0.002760918,0.988506714,FN3KRP
ENSG00000187239,-0.358661503,0.005210425,FNBP1
ENSG00000137942,-0.473622428,0.002989568,FNBP1L
ENSG00000109920,-0.300722329,0.014891065,FNBP4
ENSG00000228594,0.365884483,0.033784425,FNDC10
ENSG00000125531,0.050256174,0.820702592,FNDC11
ENSG00000102531,0.06671582,0.57795631,FNDC3A
ENSG00000075420,1.226801532,7.15E-21,FNDC3B
ENSG00000115226,0.588775533,2.06E-05,FNDC4
ENSG00000160097,1.039162281,1.13E-09,FNDC5
ENSG00000217128,0.443598141,1.18E-05,FNIP1
ENSG00000052795,-1.227077985,1.82E-22,FNIP2
ENSG00000168522,-0.068362477,0.586658148,FNTA
ENSG00000257365,0.052761007,0.757756922,FNTB
ENSG00000188352,0.133774002,0.262051853,FOCAD
ENSG00000133393,0.315494811,0.007262955,FOPNL
ENSG00000170345,2.175823204,3.00E-07,FOS
ENSG00000075426,2.612385309,3.18E-10,FOSL2
ENSG00000129514,1.686589101,4.95E-06,FOXA1
ENSG00000171956,0.347715019,0.136764603,FOXB1
ENSG00000054598,-1.082174166,4.97E-06,FOXC1
ENSG00000170122,-1.139285801,1.10E-06,FOXD4
ENSG00000103241,3.263012618,3.63E-21,FOXF1
ENSG00000176165,-8.527082728,6.07E-253,FOXG1
ENSG00000129654,2.513090234,9.42E-37,FOXJ1
ENSG00000065970,-0.551264732,5.34E-05,FOXJ2
ENSG00000198815,-0.311321751,0.004405233,FOXJ3
ENSG00000164916,0.283698695,0.036547237,FOXK1
ENSG00000141568,-0.31992363,0.008549625,FOXK2
ENSG00000111206,-0.986608589,4.03E-14,FOXM1
ENSG00000170802,0.420497837,0.001682746,FOXN2
ENSG00000053254,0.100110557,0.459722171,FOXN3
ENSG00000139445,-3.381764028,1.48E-45,FOXN4
ENSG00000150907,-1.909468888,4.81E-29,FOXO1
ENSG00000118689,-0.146109364,0.32485634,FOXO3
ENSG00000240445,-0.578603118,2.10E-06,FOXO3B
ENSG00000184481,0.544351163,0.019259089,FOXO4
ENSG00000204060,-2.01398161,1.35E-13,FOXO6
ENSG00000114861,-1.881320019,4.60E-17,FOXP1
ENSG00000128573,0.31837487,0.36068867,FOXP2
ENSG00000137166,-1.792668416,3.80E-08,FOXP4
ENSG00000110074,0.181386202,0.139558793,FOXRED1
ENSG00000100350,-0.164031996,0.251583488,FOXRED2
ENSG00000136877,0.435620731,0.002166338,FPGS
ENSG00000254685,0.41397237,0.009111576,FPGT
ENSG00000259030,0.59871329,0.0121791,FPGT-TNNI3K
ENSG00000148690,0.087882507,0.560659453,FRA10AC1
ENSG00000138759,-0.800255258,0.000772061,FRAS1
ENSG00000165879,-0.918823943,1.61E-05,FRAT1
ENSG00000181274,-0.379776895,0.051898841,FRAT2
ENSG00000164946,2.658348104,1.26E-107,FREM1
ENSG00000150893,0.868893235,6.29E-07,FREM2
ENSG00000109536,-0.105385163,0.468021645,FRG1
ENSG00000172159,0.845904444,4.75E-14,FRMD3
ENSG00000151474,1.109224534,6.28E-14,FRMD4A
ENSG00000114541,-1.565284387,3.44E-10,FRMD4B
ENSG00000171877,0.179406413,0.167965722,FRMD5
ENSG00000139926,0.126779893,0.52463368,FRMD6
ENSG00000126391,0.913821724,8.01E-08,FRMD8
ENSG00000070601,-2.516503341,1.45E-16,FRMPD1
ENSG00000147234,-0.203326616,0.500995574,FRMPD3
ENSG00000169933,0.497964103,0.008681204,FRMPD4
ENSG00000156869,2.722726281,1.43E-28,FRRS1
ENSG00000260230,-0.653328831,1.01E-09,FRRS1L
ENSG00000166225,0.515636429,2.00E-06,FRS2
ENSG00000137218,-1.007411956,3.20E-12,FRS3
ENSG00000073910,-1.046314981,3.99E-09,FRY
ENSG00000075539,-0.171941117,0.16967422,FRYL
ENSG00000162998,0.5793472,0.096890834,FRZB
ENSG00000075618,-0.386937794,0.001005101,FSCN1
ENSG00000186765,-1.221963974,4.33E-08,FSCN2
ENSG00000105255,-0.274245243,0.026749297,FSD1
ENSG00000106701,-0.351785734,0.005020441,FSD1L
ENSG00000150667,0.76774957,3.18E-06,FSIP1
ENSG00000188738,-1.206085472,4.07E-09,FSIP2
ENSG00000134363,-0.640683431,0.005235797,FST
ENSG00000163430,1.807603447,8.49E-19,FSTL1
ENSG00000070404,0.945596658,3.23E-07,FSTL3
ENSG00000053108,-1.383770456,1.33E-07,FSTL4
ENSG00000168843,0.106609643,0.674488072,FSTL5
ENSG00000226124,0.909007106,0.001434388,FTCDNL1
ENSG00000167996,0.056883263,0.781430867,FTH1
ENSG00000087086,0.875122013,1.17E-05,FTL
ENSG00000140718,0.165458509,0.138985707,FTO
ENSG00000068438,-0.047959395,0.709954948,FTSJ1
ENSG00000108592,0.284061771,0.010225349,FTSJ3
ENSG00000162613,-0.287383827,0.039331749,FUBP1
ENSG00000107164,0.324732411,0.003157965,FUBP3
ENSG00000179163,0.269869248,0.059286584,FUCA1
ENSG00000001036,0.83841823,3.73E-06,FUCA2
ENSG00000069509,0.290156729,0.032325183,FUNDC1
ENSG00000165775,-0.029085578,0.813309166,FUNDC2
ENSG00000148803,0.270969878,0.343302997,FUOM
ENSG00000140564,0.506742769,0.000116464,FURIN
ENSG00000089280,-0.80236908,0.000219863,FUS
ENSG00000174951,-1.905914624,2.34E-10,FUT1
ENSG00000172728,1.052224769,1.12E-19,FUT10
ENSG00000196968,0.495425701,0.000102547,FUT11
ENSG00000196371,-1.419366555,2.41E-06,FUT4
ENSG00000033170,-0.008946938,0.94983202,FUT8
ENSG00000172461,-1.51769082,6.57E-27,FUT9
ENSG00000010361,0.197207128,0.198341359,FUZ
ENSG00000165060,-0.045740988,0.843239615,FXN
ENSG00000114416,-0.043763911,0.752927113,FXR1
ENSG00000129245,-0.30818322,0.003185959,FXR2
ENSG00000137731,0.387202991,0.184274359,FXYD2
ENSG00000089327,0.350905111,0.311625588,FXYD5
ENSG00000137726,-0.077973006,0.568755526,FXYD6
ENSG00000221946,-1.131114764,7.37E-08,FXYD7
ENSG00000163820,0.634403804,0.00051497,FYCO1
ENSG00000010810,0.577594174,1.22E-07,FYN
ENSG00000122068,0.399852269,0.000556923,FYTTD1
ENSG00000157240,-0.42766726,0.000266246,FZD1
ENSG00000111432,4.750332748,2.05E-49,FZD10
ENSG00000180340,-0.787148475,4.96E-09,FZD2
ENSG00000104290,0.278635502,0.034302496,FZD3
ENSG00000174804,-1.041834807,1.02E-07,FZD4
ENSG00000163251,-1.409536602,3.80E-25,FZD5
ENSG00000164930,1.803263192,2.24E-24,FZD6
ENSG00000155760,-1.230246591,3.51E-20,FZD7
ENSG00000177283,-4.353800365,1.33E-96,FZD8
ENSG00000188763,-0.825768391,0.000158063,FZD9
ENSG00000105325,-0.208961602,0.059376877,FZR1
ENSG00000092140,-0.354223168,0.01250182,G2E3
ENSG00000145907,-0.082130226,0.509922844,G3BP1
ENSG00000138757,-0.122724389,0.313037623,G3BP2
ENSG00000141349,0.739128744,6.53E-06,G6PC3
ENSG00000160211,0.362753332,0.013680105,G6PD
ENSG00000171298,0.513607881,0.000121328,GAA
ENSG00000109458,1.389785891,3.29E-33,GAB1
ENSG00000033327,0.019509497,0.880373222,GAB2
ENSG00000170296,-0.201441539,0.296598246,GABARAP
ENSG00000139112,0.713089831,2.87E-12,GABARAPL1
ENSG00000034713,-0.005211415,0.965898148,GABARAPL2
ENSG00000204681,-1.251051926,1.56E-15,GABBR1
ENSG00000136928,-1.728438866,8.39E-10,GABBR2
ENSG00000154727,0.867558572,3.98E-15,GABPA
ENSG00000104064,-0.401191975,0.001006485,GABPB1
ENSG00000143458,-0.540717799,0.000500871,GABPB2
ENSG00000022355,-2.901637089,7.86E-36,GABRA1
ENSG00000151834,-2.577665788,1.81E-27,GABRA2
ENSG00000011677,-1.166927873,1.05E-10,GABRA3
ENSG00000109158,-1.100146583,8.13E-06,GABRA4
ENSG00000186297,-3.22114683,8.01E-37,GABRA5
ENSG00000163288,-1.164449268,1.94E-06,GABRB1
ENSG00000145864,-2.511171428,1.14E-59,GABRB2
ENSG00000166206,-1.550942231,8.48E-27,GABRB3
ENSG00000102287,1.142347556,1.96E-06,GABRE
ENSG00000163285,-2.758312232,2.04E-33,GABRG1
ENSG00000113327,-2.285096911,9.44E-24,GABRG2
ENSG00000182256,-0.260728316,0.133690138,GABRG3
ENSG00000268089,4.580625255,2.81E-51,GABRQ
ENSG00000128683,-2.148239506,1.91E-34,GAD1
ENSG00000136750,-0.913163327,0.000586326,GAD2
ENSG00000116717,0.360501023,0.03646082,GADD45A
ENSG00000099860,2.089918596,5.15E-10,GADD45B
ENSG00000130222,-0.977222039,6.77E-09,GADD45G
ENSG00000179271,0.224466098,0.191190612,GADD45GIP1
ENSG00000144644,-3.230839805,2.63E-19,GADL1
ENSG00000178950,-0.080818891,0.49851394,GAK
ENSG00000175229,0.076217827,0.638857526,GAL3ST3
ENSG00000197093,-1.076549789,5.29E-08,GAL3ST4
ENSG00000054983,-0.980322721,8.60E-14,GALC
ENSG00000117308,-0.160673098,0.226070727,GALE
ENSG00000108479,1.34900956,3.30E-13,GALK1
ENSG00000156958,0.202707163,0.10394509,GALK2
ENSG00000143891,1.091240156,3.50E-11,GALM
ENSG00000141012,-0.002448499,0.987514136,GALNS
ENSG00000141429,1.040050571,2.27E-11,GALNT1
ENSG00000164574,1.163743462,5.80E-10,GALNT10
ENSG00000178234,0.181108663,0.093670892,GALNT11
ENSG00000119514,1.369421403,2.27E-10,GALNT12
ENSG00000144278,-0.611709675,0.000973966,GALNT13
ENSG00000158089,-2.28755648,2.24E-15,GALNT14
ENSG00000131386,2.345146455,1.19E-16,GALNT15
ENSG00000100626,-0.057756824,0.65572978,GALNT16
ENSG00000185274,0.350047194,0.013679837,GALNT17
ENSG00000110328,1.42733866,1.51E-14,GALNT18
ENSG00000143641,0.29501466,0.020812085,GALNT2
ENSG00000115339,-2.264711216,8.33E-12,GALNT3
ENSG00000136542,0.365464505,0.221190337,GALNT5
ENSG00000109586,0.419459889,0.000303966,GALNT7
ENSG00000182870,-1.759844628,1.01E-12,GALNT9
ENSG00000174473,-2.471144511,6.24E-20,GALNTL6
ENSG00000213930,-0.23002309,0.155863339,GALT
ENSG00000130005,0.135786648,0.431543684,GAMT
ENSG00000261609,0.566614859,2.60E-08,GAN
ENSG00000089597,0.311061211,0.046953259,GANAB
ENSG00000214013,0.573745345,9.47E-06,GANC
ENSG00000172020,0.068350507,0.68941608,GAP43
ENSG00000111640,0.258110997,0.064276436,GAPDH
ENSG00000165219,-0.022552523,0.861440519,GAPVD1
ENSG00000109534,-0.648083754,0.00093923,GAR1
ENSG00000141441,0.708396691,3.20E-09,GAREM1
ENSG00000157833,-0.25352878,0.017650984,GAREM2
ENSG00000136895,0.038505835,0.769939547,GARNL3
ENSG00000106105,0.380876872,0.000323752,GARS1
ENSG00000159131,0.494222089,2.28E-06,GART
ENSG00000180447,0.234648726,0.33063987,GAS1
ENSG00000148935,-0.241920189,0.286149441,GAS2
ENSG00000185340,1.020882382,1.05E-06,GAS2L1
ENSG00000270765,-1.637947262,1.12E-06,GAS2L2
ENSG00000139354,0.462600482,0.041448073,GAS2L3
ENSG00000183087,0.862760108,3.83E-11,GAS6
ENSG00000007237,-0.164167796,0.176651037,GAS7
ENSG00000141013,-1.200567622,5.92E-14,GAS8
ENSG00000164125,0.837374902,1.83E-06,GASK1B
ENSG00000157259,0.579338399,4.43E-08,GATAD1
ENSG00000167491,0.196917723,0.129804061,GATAD2A
ENSG00000143614,-0.655498067,1.86E-05,GATAD2B
ENSG00000059691,0.142615921,0.23850731,GATB
ENSG00000257218,0.210044538,0.065512377,GATC
ENSG00000177225,0.176733213,0.139957639,GATD1
ENSG00000160221,4.227234261,1.98E-49,GATD3A
ENSG00000280071,0.500066864,0.038618347,GATD3B
ENSG00000171766,0.337824917,0.033449231,GATM
ENSG00000177628,0.883884314,9.89E-06,GBA
ENSG00000070610,-0.452228286,9.15E-06,GBA2
ENSG00000114480,0.472169149,0.017667382,GBE1
ENSG00000107862,-0.323951436,0.002870722,GBF1
ENSG00000117228,8.294891532,1.45E-38,GBP1
ENSG00000117226,5.839437516,4.52E-36,GBP3
ENSG00000168505,0.41756488,0.111533394,GBX2
ENSG00000115271,0.35225287,0.004998874,GCA
ENSG00000100116,0.494626161,0.030856551,GCAT
ENSG00000179562,0.237983541,0.075233905,GCC1
ENSG00000135968,0.411433309,0.000294724,GCC2
ENSG00000105607,-0.000315518,0.998821835,GCDH
ENSG00000005436,-0.107111059,0.462526174,GCFC2
ENSG00000131979,-1.154364727,8.08E-05,GCH1
ENSG00000137880,-0.160312904,0.582952207,GCHFR
ENSG00000106633,-2.229423404,1.10E-09,GCK
ENSG00000084734,0.858380734,0.000294643,GCKR
ENSG00000001084,-0.166860352,0.197931707,GCLC
ENSG00000023909,0.518730005,0.007962143,GCLM
ENSG00000089154,-0.098475656,0.402825191,GCN1
ENSG00000147174,-0.492289426,0.057111908,GCNA
ENSG00000187210,-0.964026328,0.000111325,GCNT1
ENSG00000111846,0.456166661,0.027399205,GCNT2
ENSG00000176928,1.86054529,3.88E-21,GCNT4
ENSG00000140905,0.321092836,0.137835054,GCSH
ENSG00000119125,1.049519517,7.99E-07,GDA
ENSG00000104381,-0.545849412,6.47E-06,GDAP1
ENSG00000124194,-0.843881099,2.60E-06,GDAP1L1
ENSG00000196505,0.183921243,0.134878314,GDAP2
ENSG00000006007,0.581084503,4.46E-06,GDE1
ENSG00000223802,0.496788587,0.011598615,GDF1
ENSG00000266524,4.246101025,3.58E-26,GDF10
ENSG00000135414,-0.304132185,0.016996311,GDF11
ENSG00000130513,1.204043964,3.79E-05,GDF15
ENSG00000143869,2.839790051,3.82E-18,GDF7
ENSG00000164404,-0.765198621,0.004239901,GDF9
ENSG00000203879,-0.406813934,0.001623202,GDI1
ENSG00000057608,0.02502856,0.848342317,GDI2
ENSG00000153982,-0.212585718,0.090786033,GDPD1
ENSG00000130055,1.525290233,2.09E-17,GDPD2
ENSG00000102886,0.04515443,0.87925264,GDPD3
ENSG00000158555,-1.171073532,8.34E-28,GDPD5
ENSG00000183208,0.227091256,0.247033296,GDPGP1
ENSG00000164949,1.667396384,2.89E-14,GEM
ENSG00000092208,0.194358243,0.162048519,GEMIN2
